time,pitch,yaw,hfov,user16_img24_14_9_2020 @ 17:12:7
23,0,0,100,
60,0,0,100,
82,0,0,100,
106,0,0,100,
140,0,0,100,
165,0,0,100,
185,0,0,100,
206,0,0,100,
231,0,0,100,
2593,0,0,100,
2614,0,0,100,
2634,0,0,100,
2655,0,0,100,
2676,0,0,100,
2697,0,0,100,
2718,0,0,100,
2739,0,0,100,
2759,0,0,100,
2780,0,0,100,
2801,0,0,100,
2822,0,0,100,
2843,0,0,100,
2864,0,0,100,
2885,0,0,100,
2906,0,0,100,
2926,0,0,100,
2980,0,0,100,
3061,-2.747320624461051,-11.19319850520833,100,
3084,-2.8754167305293743,-15.982305560825694,100,
3106,-2.6189724769576728,-20.899168821814555,100,
3160,-1.973470379559082,-23.03206108174686,100,
3194,-1.9300673266720303,-23.07978979047425,100,
3227,-1.8904122187698025,-23.123397024729,100,
3272,-1.8519878081168457,-23.165650907395957,100,
3311,-1.8158342801334786,-23.2054075855973,100,
3337,-1.798566841311372,-23.224395940175782,100,
3408,-1.7525920599550766,-23.274952682206617,100,
3434,-1.7373053205187508,-23.291762935988686,100,
3471,-1.7224771832655146,-23.308068882157386,100,
3495,-1.7080938901298754,-23.32388564994085,100,
3526,-1.681404928248237,-23.35323449992154,100,
3560,-1.6555442589551503,-23.381672507621147,100,
3612,-1.64319283573796,-23.395254904293438,100,
3643,-1.6312119552172852,-23.40842982906554,100,
3679,-1.6195905011122307,-23.421209506094556,100,
3724,-1.6083176906303278,-23.433605792812727,100,
3748,-1.597383064462882,-23.44563019092925,100,
3769,-1.5867764770804595,-23.4572938571024,100,
3801,-1.5764880873195097,-23.46860761329026,100,
3822,-1.5665083492513885,-23.479581956792572,100,
3844,-1.5568280033253108,-23.490227069989714,100,
3869,-1.5474380677770154,-23.50055282979099,100,
3890,-1.538329830295169,-23.51056881679824,100,
3925,-1.529494839937778,-23.520284324195245,100,
3948,-1.5209248992911086,-23.5297083663703,100,
3970,-1.5126120568638395,-23.538849687280162,100,
3998,-1.5045485997093884,-23.547716768562736,100,
4019,-1.4967270462695708,-23.556317837406823,100,
4046,-1.4967270462695708,-23.556317837406823,100,
4069,-1.4967270462695708,-23.556317837406823,100,
4090,-1.4967270462695708,-23.556317837406823,100,
4110,-1.4967270462695708,-23.556317837406823,100,
4131,-1.4967270462695708,-23.556317837406823,100,
4537,-1.4967270462695708,-23.556317837406823,100,
