time,pitch,yaw,hfov
21,0,0,100
43,0,0,100
445,0,0,100
461,0,0,100
480,0,0,100
500,0,0,100
521,0,0,100
542,0,0,100
561,0,0,100
581,0,0,100
600,0,0,100
621,0,0,100
641,0,0,100
661,0,0,100
681,0,0,100
701,0,0,100
721,0,0,100
740,0,0,100
761,0,0,100
781,0,0,100
800,0,0,100
821,0,0,100
841,0,0,100
861,0,0,100
881,0,0,100
901,0,0,100
920,0,0,100
940,0,0,100
966,0,0,100
980,0,0,100
1003,0,0,100
1024,0,0,100
1040,0.45072615146557415,0.4282713802891749,100
1062,1.201872217307597,0.4282713802891749,100
1081,3.4526191700950055,-0.7131340634026628,100
1101,6.141031329637983,-4.542912612215332,100
1121,9.833194178541342,-10.791270959344843,100
1141,15.438418885772073,-18.82864515790584,100
1205,19.32941840618289,-23.120174427661368,100
1223,19.56057887059927,-23.363499557816112,100
1241,19.761247481099346,-23.574728220516704,100
1263,19.981335634492627,-23.80639836664284,100
1281,20.19482114328411,-24.031118408385282,100
1306,20.401902086811848,-24.24909684887541,100
1320,20.556275448561816,-24.41159400614265,100
1340,20.751117908327064,-24.6166899207999,100
1362,20.940115094299355,-24.815632958017318,100
1382,20.940115094299355,-24.545427607652755,100
1401,20.940115094299355,-23.86751421988197,100
1421,20.423851560041545,-23.186275407310177,100
1441,16.167420842042056,-21.6765041998824,100
1460,11.70727354763909,-20.291826166676287,100
1483,3.2361708012293953,-17.49261906891695,100
1501,-2.9088511533899357,-14.093190731295067,100
1523,-11.103869476710667,-7.520929018040761,100
1541,-15.737922498904307,-3.248843797915356,100
1561,-18.0532748274357,-1.100701408521786,100
1585,-18.572472213937456,-0.6189993795635473,100
1601,-18.84871815765487,-0.3627033444914787,100
1621,-19.088645751803163,-0.1401028231695136,100
1640,-19.363520083252066,0.11492065462493883,100
1662,-19.905574601484975,0.6178291207057782,100
1680,-20.169240534888107,0.8624536476958156,100
1700,-20.379863086328292,1.0578654756649257,100
1720,-20.615104405215906,1.276118154798155,100
1743,-21.07797623477773,1.7055623416224535,100
1761,-21.29260804128861,1.9046938845832528,100
1782,-21.461138960147622,2.0610538503055977,100
1801,-21.672860690840047,2.2574854770829234,100
1821,-22.00167040363148,2.562549234934295,100
1840,-22.162592817854087,2.7118501664319865,100
1860,-22.487919443753558,3.0136823786967852,100
1881,-22.66537375968766,3.1783213122799907,100
1901,-22.796395588089556,3.29988101619972,100
1921,-22.963362353951954,3.4547897888081707,100
1941,-23.125320116838477,3.6050512982383225,100
1961,-23.125320116838477,3.6050512982383225,100
1981,-23.282419146838407,3.7508049623857005,100
2001,-23.43480520593834,3.892186016608548,100
2020,-23.579098220662285,4.026058489321372,100
2041,-23.860943323172403,4.287549323560484,100
2060,-23.995452822376112,4.4123448259360885,100
2080,-24.126311916367552,4.533753547786546,100
2100,-24.204077242336428,4.605902823333167,100
2122,-24.432848073122184,4.8181522995843125,100
2141,-24.543585719849577,4.920892703325762,100
2161,-24.64330037089462,5.013406169252221,100
2181,-24.742011265169154,5.104988367638612,100
2200,-24.84774316819784,5.203084532100661,100
2222,-25.04978626169536,5.390536492771162,100
2241,-25.120372188248872,5.456024850225845,100
2261,-25.264301357047067,5.5895597532104375,100
2281,-25.352373072297834,5.6712711119981805,100
2300,-25.458568552921488,5.769797375443545,100
2320,-25.534811988832068,5.840534668672831,100
2341,-25.61278124510794,5.912873147103028,100
2361,-25.61278124510794,5.912873147103028,100
2380,-25.688411423695534,5.983041471180286,100
2400,-25.75935609030682,6.04886266123026,100
2421,-25.83051652533989,6.114884037354614,100
2440,-25.899542147321963,6.17892477219516,100
2461,-26.024566551057674,6.294920173009018,100
2481,-26.078466745967997,6.34492780772473,100
