time,pitch,yaw,hfov,user16_img21_28_8_2020 @ 2:9:45
23,0,0,100,
62,0,0,100,
846,0,0,100,
861,0,0,100,
882,0,0,100,
901,0,0,100,
921,0,0,100,
950,0,0,100,
961,0,0,100,
982,0,0,100,
1001,0,0,100,
1021,0,0,100,
1042,0,0,100,
1062,0,0,100,
1081,0,0,100,
1102,0,0,100,
1121,0,0,100,
1141,0,0,100,
1161,0,0,100,
1181,0,0,100,
1201,0,0,100,
1221,0,0,100,
1241,0,0,100,
1261,0,0,100,
1281,0,0,100,
1301,0,0,100,
1321,0,0,100,
1341,0,0,100,
1361,0,0,100,
1381,0,0,100,
1401,0,0,100,
1421,0,0,100,
1442,0,0,100,
1461,0,0,100,
1481,0,0,100,
1501,0,0,100,
1521,0,0,100,
1541,0,0,100,
1561,0,0,100,
1581,0,0,100,
1601,0,0,100,
1625,0,0,100,
1641,0,0,100,
1661,0,-0.27352345575525305,100,
1681,-0.29536657189433285,-1.7866019769763852,100,
1701,-0.7376734431028158,-4.99243168212854,100,
1722,-1.3259571171187314,-15.954275764868385,100,
1741,-1.619443299076923,-22.618288944816868,100,
1761,-2.0588154748665373,-33.064286678631504,100,
1781,-2.205037716902466,-37.509728340011236,100,
1806,-2.4971196902348534,-42.882271636867586,100,
1821,-2.7887075564237924,-44.58196377350674,100,
1841,-2.7887075564237924,-45.027342445518116,100,
1865,-2.9343121971384707,-45.68916732918592,100,
1881,-2.9343121971384707,-45.68916732918592,100,
1902,-2.9343121971384707,-45.68916732918592,100,
1922,-2.9343121971384707,-45.68916732918592,100,
1941,-2.9343121971384707,-45.68916732918592,100,
1961,-2.9343121971384707,-45.68916732918592,100,
1983,-2.9343121971384707,-45.68916732918592,100,
2001,-2.9343121971384707,-45.68916732918592,100,
2021,-2.9343121971384707,-45.68916732918592,100,
2041,-2.9343121971384707,-45.68916732918592,100,
2061,-2.9343121971384707,-45.68916732918592,100,
2082,-2.9343121971384707,-45.68916732918592,100,
2102,-2.9343121971384707,-45.68916732918592,100,
2121,-2.9343121971384707,-45.68916732918592,100,
2141,-2.9343121971384707,-45.68916732918592,100,
2161,-2.9343121971384707,-45.68916732918592,100,
2181,-2.9343121971384707,-45.68916732918592,100,
2203,-2.9343121971384707,-45.68916732918592,100,
2221,-2.9343121971384707,-45.68916732918592,100,
2241,-2.9343121971384707,-45.68916732918592,100,
2261,-2.9343121971384707,-45.68916732918592,100,
2291,-0.9953960663528798,-45.94521753800893,100,
2362,15.444678894546254,-50.26714169347707,100,
2388,17.696146082395234,-51.475363019357076,100,
2406,18.744418795933264,-52.15156530978766,100,
2421,18.744418795933264,-52.15156530978766,100,
2442,18.744418795933264,-52.15156530978766,100,
