time,pitch,yaw,hfov,user16_img22_8_9_2020 @ 17:4:21
27,0,0,100,
48,0,0,100,
93,0,0,100,
168,0,0,100,
189,0,0,100,
210,0,0,100,
235,0,0,100,
298,0,0,100,
320,0,0,100,
341,0,0,100,
362,0,0,100,
399,0,0,100,
449,0,0,100,
471,0,0,100,
498,0,0,100,
520,0,0,100,
582,0,0,100,
603,0,0,100,
627,0,0,100,
652,0,0,100,
678,0,0,100,
732,0,0,100,
754,0,0,100,
775,0,0,100,
801,0,0,100,
822,0,0,100,
886,0,0,100,
917,0,0,100,
938,0,0,100,
959,0,0,100,
979,0,0,100,
999,0,0,100,
1020,0,0,100,
4142,0,0,100,
4166,0,0,100,
4198,0,0,100,
4219,0,0,100,
4240,0,0,100,
4261,0,0,100,
4282,0,0,100,
4304,0,0,100,
4323,0,0,100,
4344,0,0,100,
4365,0,0,100,
4385,0,0,100,
4406,0,0,100,
4427,0,0,100,
4447,0,0,100,
4468,0,0,100,
4489,0,0,100,
4510,0,0,100,
4530,0,0,100,
4551,0,0,100,
4573,0,0,100,
4594,0,0,100,
4614,0,0,100,
4635,0,0,100,
4656,0,0,100,
4677,0,0,100,
4697,0,0,100,
4719,0,0,100,
4739,0,0,100,
4760,0,0,100,
4781,0,0,100,
4801,0,0,100,
4822,0,0,100,
4843,0,0,100,
4864,0,0,100,
4886,0,0,100,
4907,0,0,100,
4927,0,0,100,
4948,0,0,100,
5017,0,0,100,
5132,-6.939769346110294,-28.744722198990587,100,
5213,-6.939769346110294,-29.1606284472291,100,
5251,-6.939769346110294,-29.1606284472291,100,
5347,-6.939769346110294,-29.1606284472291,100,
5414,-6.939769346110294,-29.1606284472291,100,
5479,-6.939769346110294,-29.1606284472291,100,
5515,-6.939769346110294,-29.1606284472291,100,
5570,-6.939769346110294,-29.1606284472291,100,
5618,-6.939769346110294,-29.1606284472291,100,
5693,-6.939769346110294,-29.1606284472291,100,
5822,-8.330199599250905,-39.03595849490728,100,
5871,-8.330199599250905,-39.03595849490728,100,
5891,-8.330199599250905,-39.03595849490728,100,
5911,-8.330199599250905,-39.03595849490728,100,
5931,-8.330199599250905,-39.03595849490728,100,
5953,-8.330199599250905,-39.03595849490728,100,
5974,-8.330199599250905,-39.03595849490728,100,
5994,-8.330199599250905,-39.03595849490728,100,
6015,-8.330199599250905,-39.03595849490728,100,
6036,-8.330199599250905,-39.03595849490728,100,
6057,-8.330199599250905,-39.03595849490728,100,
6078,-8.330199599250905,-39.03595849490728,100,
6117,-8.330199599250905,-39.03595849490728,100,
6137,-8.330199599250905,-39.03595849490728,100,
6159,-8.330199599250905,-39.03595849490728,100,
6179,-8.330199599250905,-39.03595849490728,100,
6202,-8.330199599250905,-39.03595849490728,100,
6220,-8.330199599250905,-39.03595849490728,100,
6242,-8.330199599250905,-39.03595849490728,100,
6266,-8.330199599250905,-39.03595849490728,100,
6292,-8.330199599250905,-39.03595849490728,100,
6328,-8.330199599250905,-39.03595849490728,100,
6369,-8.330199599250905,-39.03595849490728,100,
6536,-8.330199599250905,-39.03595849490728,100,
6618,-8.330199599250905,-39.03595849490728,100,
6679,-8.330199599250905,-39.03595849490728,100,
6726,-8.330199599250905,-39.03595849490728,100,
6777,-2.1668320764491202,-71.44750391729576,100,
6820,-1.7099839155168297,-71.72652195069412,100,
6850,-1.7099839155168297,-71.72652195069412,100,
6882,-1.7099839155168297,-71.72652195069412,100,
6944,-1.7099839155168297,-71.72652195069412,100,
6982,-1.7099839155168297,-71.72652195069412,100,
7016,-1.7099839155168297,-71.72652195069412,100,
7058,-1.7099839155168297,-71.72652195069412,100,
7098,-1.7099839155168297,-71.72652195069412,100,
7128,-1.7099839155168297,-71.72652195069412,100,
7167,-1.7099839155168297,-71.72652195069412,100,
7219,-1.7099839155168297,-71.72652195069412,100,
7279,-1.7099839155168297,-71.72652195069412,100,
7308,-1.7099839155168297,-71.72652195069412,100,
7337,-1.7099839155168297,-71.72652195069412,100,
7390,-1.7099839155168297,-71.72652195069412,100,
7412,-1.7099839155168297,-71.72652195069412,100,
7432,-1.7099839155168297,-71.72652195069412,100,
7471,-1.7099839155168297,-71.72652195069412,100,
7521,-1.7099839155168297,-71.72652195069412,100,
7549,-1.7099839155168297,-71.72652195069412,100,
7569,-1.7099839155168297,-71.72652195069412,100,
7590,-1.7099839155168297,-71.72652195069412,100,
7610,-1.7099839155168297,-71.72652195069412,100,
7634,-1.7099839155168297,-71.72652195069412,100,
7653,-1.7099839155168297,-71.72652195069412,100,
7673,-1.7099839155168297,-71.72652195069412,100,
7694,-1.7099839155168297,-71.72652195069412,100,
7714,-1.7099839155168297,-71.72652195069412,100,
7734,-1.7099839155168297,-71.72652195069412,100,
7756,-1.7099839155168297,-71.72652195069412,100,
7777,-1.7099839155168297,-71.72652195069412,100,
7797,-1.7099839155168297,-71.72652195069412,100,
7818,-1.7099839155168297,-71.72652195069412,100,
7839,-1.7099839155168297,-71.72652195069412,100,
7860,-1.7099839155168297,-71.72652195069412,100,
7881,-1.7099839155168297,-71.72652195069412,100,
7901,-1.7099839155168297,-71.72652195069412,100,
7923,-1.7099839155168297,-71.72652195069412,100,
7943,-1.7099839155168297,-71.72652195069412,100,
7963,-1.7099839155168297,-71.72652195069412,100,
7985,-1.7099839155168297,-71.72652195069412,100,
8006,-1.7099839155168297,-71.72652195069412,100,
8026,-1.7099839155168297,-71.72652195069412,100,
8046,-1.7099839155168297,-71.72652195069412,100,
8067,-1.7099839155168297,-71.72652195069412,100,
8087,-1.7099839155168297,-71.72652195069412,100,
8108,-1.7099839155168297,-71.72652195069412,100,
8128,-1.7099839155168297,-71.72652195069412,100,
8149,-1.7099839155168297,-71.72652195069412,100,
8170,-1.7099839155168297,-71.72652195069412,100,
8191,-1.7099839155168297,-71.72652195069412,100,
8212,-1.7099839155168297,-71.72652195069412,100,
8233,-1.7099839155168297,-71.72652195069412,100,
8254,-1.7099839155168297,-71.72652195069412,100,
8274,-1.7099839155168297,-71.72652195069412,100,
8295,-1.7099839155168297,-71.72652195069412,100,
8317,-1.7099839155168297,-71.72652195069412,100,
8338,-1.7099839155168297,-71.72652195069412,100,
8358,-1.7099839155168297,-71.72652195069412,100,
8379,-1.7099839155168297,-71.72652195069412,100,
8399,-1.7099839155168297,-71.72652195069412,100,
8420,-1.7099839155168297,-71.72652195069412,100,
8441,-1.7099839155168297,-71.72652195069412,100,
8461,-1.7099839155168297,-71.72652195069412,100,
8483,-1.7099839155168297,-71.72652195069412,100,
8503,-1.7099839155168297,-71.72652195069412,100,
8524,-1.7099839155168297,-71.72652195069412,100,
8544,-1.7099839155168297,-71.72652195069412,100,
