time,pitch,yaw,hfov
42,0,0,100
43,0,0,100
60,0,0,100
480,0,0,100
500,0,0,100
520,0,0,100
540,0,0,100
560,0,0,100
580,0,0,100
600,0,0,100
620,0,0,100
640,0,0,100
660,0,0,100
680,0,0,100
701,0,0,100
721,0,0,100
741,0,0,100
760,0,0,100
780,0,0,100
800,0,0,100
820,0,0,100
840,0,0,100
860,0,0,100
880,0,0,100
901,0,0,100
920,0,0,100
941,0,0,100
960,0,0,100
980,0,0,100
1000,0,0,100
1020,0,0,100
1040,0,0,100
1060,0,0,100
1080,0,0,100
1100,0,0,100
1120,0,0,100
1141,0,0,100
1161,0,0,100
1181,0,0,100
1200,0,0,100
1220,0,0,100
1240,0,0,100
1260,0,0,100
1280,0,0,100
1300,0,0,100
1320,0,0,100
1340,0,0,100
1360,0,0,100
1381,0,0,100
1400,0,0,100
1421,0,0,100
1441,0,0,100
1461,0,0,100
1480,0,0,100
1501,0,0,100
1521,0,0,100
1541,0,0,100
1561,0,0,100
1581,0,0,100
1601,0,0,100
1621,0,0,100
1641,0,0,100
1660,0,0,100
1680,0,0,100
1700,0,0,100
1720,0,0,100
1740,0,0,100
1760,0,0,100
1780,0,0,100
1801,0,0,100
1821,0,0,100
1841,0,0,100
1860,0,0,100
1880,0,0,100
1901,0,0,100
1920,0,0,100
1940,0,0,100
1960,0,0,100
1980,0,0,100
2000,0,0,100
2020,0,0,100
2040,0,0,100
2060,0,0,100
2080,0,0,100
2100,0,0,100
2120,0,0,100
2140,0,0,100
2160,0,0,100
2180,0,0,100
2200,0,0,100
2220,0,0,100
2241,0,0,100
2260,0,0,100
2280,0,0,100
2300,0,0,100
2320,0,0,100
2342,0,0,100
2360,0,0,100
2380,0,0,100
2400,0,0,100
2420,0.2999931725186739,-0.2861117342960142,100
2440,1.0504467235682966,-2.001953431755055,100
2460,2.252072541445959,-6.130513364341027,100
2480,3.1535075126444148,-9.368946742864182,100
2501,3.754335806156072,-14.60470301421833,100
2520,4.054665277379837,-17.019664177148456,100
2541,4.054665277379837,-18.733136302882485,100
2561,4.204802121508929,-19.514688034512687,100
2581,4.204802121508929,-19.514688034512687,100
2600,4.204802121508929,-19.514688034512687,100
2621,4.204802121508929,-19.514688034512687,100
2640,4.204802121508929,-19.514688034512687,100
2660,4.204802121508929,-19.514688034512687,100
2680,4.204802121508929,-19.514688034512687,100
2700,4.204802121508929,-19.25484020364638,100
2720,4.204802121508929,-18.471292660200447,100
2740,4.054665277379837,-17.019664177148456,100
2760,2.8530394595021815,-14.197749888991893,100
2780,1.0504467235682966,-11.317050799288268,100
2800,-2.543146420396927,-7.120401014435629,100
2820,-9.306472831622425,2.0023777951556667,100
2840,-13.006623907530836,8.254497208588873,100
2860,-16.044874396844484,14.491010606912027,100
2880,-18.722578016658474,21.36076547198911,100
2900,-19.769480675440924,25.964898382853562,100
2920,-19.769480675440924,25.964898382853562,100
2940,-19.813747043768352,26.192994701537145,100
2961,-19.856685421045956,26.414248130660326,100
2981,-19.898335647005233,26.628863956909754,100
3001,-19.938736366185733,26.83704130837168,100
3020,-19.977925063790817,27.03897333928967,100
3041,-20.01593810046775,27.23484740928029,100
3060,-20.052810746044372,27.424845257171114,100
3087,-20.12327068447674,27.787912144705615,100
3100,-20.12327068447674,27.787912144705615,100
3120,-20.156923352533095,27.96131805053369,100
3141,-20.189566440547758,28.129521779186916,100
3160,-20.22123023592198,28.292679395980485,100
3184,-20.280404684059352,28.597594262283337,100
3206,-20.30930337517493,28.746503813875165,100
3220,-20.30930337517493,28.746503813875165,100
3241,-20.361254993309768,29.014200787762093,100
3262,-20.387630048426296,29.15010651494208,100
3286,-20.387630048426296,29.15010651494208,100
3304,-20.387630048426296,29.15010651494208,100
3322,-20.23768143757229,29.268524368597923,100
3341,-19.937688265053616,30.705107028761404,100
3360,-19.48748725049517,32.54054330304962,100
3380,-19.037078635822645,35.437176813445035,100
3403,-18.13584581117146,42.17899480470294,100
3421,-17.38464197807011,47.85299061875844,100
3440,-16.63353441879896,54.381769935645934,100
3461,-16.03287931606336,63.22516157577434,100
3480,-15.732670999197975,68.26366966608441,100
3500,-15.432562609142824,72.35383100378658,100
3521,-15.282550666345205,76.83133608203411,100
3540,-15.13256943662415,79.3738186970171,100
3560,-14.982620825770145,82.32652888668883,100
3581,-14.832706737078897,84.23238132409028,100
3601,-14.682829071207536,86.4282849034787,100
3620,-14.682829071207536,87.10630793950247,100
3646,-14.532989726031325,88.54972626581582,100
3660,-14.532989726031325,88.56838942593902,100
3681,-14.532989726031325,88.58599218922598,100
3700,-14.532989726031325,88.60195128249427,100
3721,-14.532989726031325,88.6189846448334,100
3740,-14.532989726031325,88.63486069040493,100
3761,-14.532989726031325,88.65088738102975,100
3783,-14.532989726031325,88.68135732523933,100
3800,-14.532989726031325,88.68135732523933,100
3822,-14.532989726031325,88.70865795585848,100
3840,-14.532989726031325,88.70865795585848,100
3861,-14.532989726031325,88.73528745695671,100
3880,-14.532989726031325,88.74823674804009,100
3900,-14.532989726031325,88.74823674804009,100
3921,-14.532989726031325,88.77298154837149,100
3940,-14.532989726031325,88.78396229586804,100
3960,-14.532989726031325,88.79542621015878,100
3980,-14.532989726031325,88.80619625418353,100
4000,-14.532989726031325,88.8165670576077,100
4020,-14.532989726031325,88.8270298626552,100
4040,-14.532989726031325,88.8270298626552,100
4060,-14.532989726031325,89.08517290900159,100
4081,-14.383232704030496,90.1245491526904,100
4100,-13.783802474761263,92.63474966891556,100
4120,-13.633853863907259,93.97793412672036,100
4140,-13.183819943655397,100.60052598375705,100
4160,-12.883659676830138,105.13128381613444,100
4180,-12.733543984468053,109.70365251090959,100
4207,-12.733543984468053,117.3836090006356,100
4222,-12.733543984468053,119.4845118417677,100
4240,-12.909179344531692,119.64750640439854,100
4260,-12.9339334222022,119.6704788859181,100
4280,-12.957944877542593,119.69276219299195,100
4311,-12.996313558879724,119.72836941030289,100
4324,-13.016455660883292,119.74706184846195,100
4342,-13.037712829653778,119.7667890999976,100
4360,-13.057155761589408,119.78483268863465,100
4380,-13.077156631685558,119.80339405960444,100
4405,-13.111425940135021,119.83519694337656,100
4424,-13.129680194248284,119.85213740550375,100
4440,-13.145772393020243,119.86707141935858,100
4460,-13.162685137709946,119.88276692294392,100
4481,-13.178708296275964,119.8976368655425,100
4501,-13.19391804677654,119.91175194253879,100
4520,-13.209404567219735,119.92612386983978,100
4540,-13.23522921927724,119.95008987455367,100
4560,-13.24887944692692,119.96275767040504,100
4580,-13.262756897856397,119.97563633586196,100
4601,-13.276055699900667,119.98797799885028,100
4623,-13.301475178193506,120.01156799089483,100
4643,-13.313760785722499,120.02296938082623,100
4660,-13.322344559035976,120.03093536430731,100
4680,-13.333904087160006,120.0416629320938,100
4700,-13.345116829440315,120.05206867284676,100
4720,-13.362677992256987,120.068365926723,100
4740,-13.372911559392183,120.07786296535312,100
4760,-13.382441057105659,120.08670660772304,100
4781,-13.392010348654226,120.09558717989296,100
4800,-13.401350249072207,120.10425487063071,100
4820,-13.410316690824299,120.11257598120437,100
4841,-13.426954457483877,120.12801629743024,100
4861,-13.426954457483877,120.12801629743024,100
4880,-13.426954457483877,120.12801629743024,100
4900,-13.426954457483877,120.12801629743024,100
4921,-13.426954457483877,120.12801629743024,100
4940,-13.426954457483877,120.12801629743024,100
4960,-13.426954457483877,120.12801629743024,100
4980,-13.426954457483877,120.12801629743024,100
5000,-13.426954457483877,120.12801629743024,100
5021,-13.426954457483877,120.12801629743024,100
5041,-13.426954457483877,120.12801629743024,100
5060,-13.426954457483877,120.12801629743024,100
5081,-13.426954457483877,120.12801629743024,100
5100,-13.426954457483877,120.12801629743024,100
5120,-13.426954457483877,120.12801629743024,100
5140,-13.426954457483877,120.12801629743024,100
5160,-13.426954457483877,120.12801629743024,100
5181,-13.426954457483877,120.12801629743024,100
5200,-13.426954457483877,120.12801629743024,100
5220,-13.426954457483877,120.12801629743024,100
5240,-13.426954457483877,120.12801629743024,100
5261,-13.426954457483877,120.12801629743024,100
5280,-13.426954457483877,120.12801629743024,100
5300,-13.426954457483877,120.12801629743024,100
5320,-13.426954457483877,120.12801629743024,100
5341,-13.426954457483877,120.12801629743024,100
5360,-13.426954457483877,120.12801629743024,100
5380,-13.426954457483877,120.12801629743024,100
5400,-13.426954457483877,120.12801629743024,100
5420,-13.426954457483877,120.12801629743024,100
5443,-13.426954457483877,120.12801629743024,100
5460,-13.426954457483877,120.12801629743024,100
5480,-13.426954457483877,120.12801629743024,100
5501,-13.426954457483877,120.12801629743024,100
5521,-13.426954457483877,120.12801629743024,100
5541,-13.426954457483877,120.12801629743024,100
5560,-13.426954457483877,120.12801629743024,100
5580,-13.426954457483877,120.12801629743024,100
5600,-13.426954457483877,120.12801629743024,100
5620,-13.426954457483877,120.12801629743024,100
5641,-13.426954457483877,120.12801629743024,100
5661,-13.426954457483877,120.12801629743024,100
5680,-13.426954457483877,120.12801629743024,100
5700,-13.426954457483877,120.12801629743024,100
5720,-13.426954457483877,120.12801629743024,100
5741,-13.426954457483877,120.12801629743024,100
5760,-13.426954457483877,120.12801629743024,100
5781,-13.426954457483877,120.12801629743024,100
5800,-13.426954457483877,120.12801629743024,100
5820,-13.426954457483877,120.12801629743024,100
5840,-13.426954457483877,120.12801629743024,100
5860,-13.426954457483877,120.12801629743024,100
5880,-13.426954457483877,120.12801629743024,100
5901,-13.426954457483877,120.12801629743024,100
5920,-13.426954457483877,120.12801629743024,100
5940,-13.426954457483877,120.12801629743024,100
5960,-13.426954457483877,120.12801629743024,100
5980,-13.426954457483877,120.12801629743024,100
6001,-13.426954457483877,120.12801629743024,100
6020,-13.426954457483877,120.12801629743024,100
6040,-13.426954457483877,120.12801629743024,100
6060,-13.426954457483877,120.12801629743024,100
6080,-13.426954457483877,120.12801629743024,100
6100,-13.426954457483877,120.12801629743024,100
6120,-13.426954457483877,120.12801629743024,100
6140,-13.426954457483877,120.12801629743024,100
6160,-13.426954457483877,120.12801629743024,100
6180,-13.426954457483877,120.12801629743024,100
6200,-13.426954457483877,120.12801629743024,100
6220,-13.426954457483877,120.12801629743024,100
6241,-13.426954457483877,120.12801629743024,100
6261,-13.426954457483877,120.12801629743024,100
6281,-13.426954457483877,120.12801629743024,100
6301,-13.426954457483877,120.12801629743024,100
6320,-13.426954457483877,120.12801629743024,100
6341,-13.426954457483877,120.12801629743024,100
6360,-13.426954457483877,120.12801629743024,100
6381,-13.426954457483877,120.12801629743024,100
6401,-13.426954457483877,120.12801629743024,100
6422,-13.426954457483877,120.12801629743024,100
6440,-13.426954457483877,120.12801629743024,100
6461,-13.426954457483877,120.12801629743024,100
6480,-13.426954457483877,120.12801629743024,100
6500,-13.426954457483877,120.12801629743024,100
6520,-13.426954457483877,120.12801629743024,100
6541,-13.426954457483877,120.12801629743024,100
6560,-13.426954457483877,120.12801629743024,100
6581,-13.426954457483877,120.12801629743024,100
6600,-13.426954457483877,120.12801629743024,100
6620,-13.426954457483877,120.12801629743024,100
6640,-13.426954457483877,120.12801629743024,100
6660,-13.426954457483877,120.12801629743024,100
6680,-13.426954457483877,120.12801629743024,100
6701,-13.426954457483877,120.12801629743024,100
6720,-13.426954457483877,120.12801629743024,100
6740,-13.426954457483877,120.12801629743024,100
6760,-13.426954457483877,120.12801629743024,100
6780,-13.426954457483877,120.12801629743024,100
6800,-13.426954457483877,120.12801629743024,100
6820,-13.426954457483877,120.12801629743024,100
6840,-13.426954457483877,120.12801629743024,100
6860,-13.426954457483877,120.12801629743024,100
6880,-13.426954457483877,120.12801629743024,100
6900,-13.426954457483877,120.12801629743024,100
6920,-13.426954457483877,120.12801629743024,100
6940,-13.426954457483877,120.12801629743024,100
