time,pitch,yaw,hfov,user19_img1_14_9_2020 @ 17:17:33
29,0,0,100,
49,0,0,100,
69,0,0,100,
1248,0,0,100,
1269,0,0,100,
1290,0,0,100,
1310,0,0,100,
1332,0,0,100,
1353,0,0,100,
1373,0,0,100,
1394,0,0,100,
1415,0,0,100,
1435,0,0,100,
1457,0,0,100,
1477,0,0,100,
1498,0,0,100,
1519,0,0,100,
1541,0,0,100,
1598,0,0,100,
1640,0,2.4676131368215692,100,
1675,-0.7652003677004702,6.646974768308041,100,
1710,-2.296387908687582,12.631973002066616,100,
1732,-3.5208951358589142,18.509134064770024,100,
1762,-4.1326196801581006,24.00278985161708,100,
1800,-4.743807446072449,30.858884283993348,100,
1839,-3.9797334908020794,39.211493015925726,100,
1876,-2.602603699528124,43.75117724826566,100,
1898,-1.071394446062291,47.488696378535906,100,
1926,0,50.081853991842195,100,
1965,1.8334261108163974,54.8103605062995,100,
1989,3.962959748572111,58.45909854501565,100,
2020,5.926507030929193,61.14874942168535,100,
2041,6.0768636006021195,61.2582199590305,100,
2063,6.0768636006021195,61.2582199590305,100,
2084,6.0768636006021195,61.2582199590305,100,
2106,6.0768636006021195,61.2582199590305,100,
2127,6.0768636006021195,61.2582199590305,100,
2148,6.0768636006021195,61.2582199590305,100,
2169,6.0768636006021195,61.2582199590305,100,
2189,6.0768636006021195,61.2582199590305,100,
2209,6.0768636006021195,61.2582199590305,100,
2230,6.0768636006021195,61.2582199590305,100,
2251,6.0768636006021195,61.2582199590305,100,
2272,6.0768636006021195,61.2582199590305,100,
2292,6.0768636006021195,61.2582199590305,100,
2312,6.0768636006021195,61.2582199590305,100,
2332,6.0768636006021195,61.2582199590305,100,
2354,6.0768636006021195,61.2582199590305,100,
2375,6.0768636006021195,61.2582199590305,100,
2396,6.0768636006021195,61.2582199590305,100,
2417,6.0768636006021195,61.2582199590305,100,
2452,6.0768636006021195,61.2582199590305,100,
2476,6.0768636006021195,61.2582199590305,100,
2496,6.0768636006021195,61.2582199590305,100,
2517,6.0768636006021195,61.2582199590305,100,
2540,6.0768636006021195,61.2582199590305,100,
2560,6.0768636006021195,61.2582199590305,100,
2581,6.0768636006021195,61.2582199590305,100,
2618,6.0768636006021195,61.2582199590305,100,
2638,6.0768636006021195,61.2582199590305,100,
2660,6.0768636006021195,61.2582199590305,100,
2679,6.0768636006021195,61.2582199590305,100,
2700,6.0768636006021195,61.2582199590305,100,
2720,6.0768636006021195,61.2582199590305,100,
2741,6.0768636006021195,61.2582199590305,100,
2766,6.0768636006021195,61.2582199590305,100,
2787,6.0768636006021195,61.2582199590305,100,
2806,6.0768636006021195,61.2582199590305,100,
2828,6.0768636006021195,61.2582199590305,100,
2849,6.0768636006021195,61.2582199590305,100,
2871,6.0768636006021195,61.2582199590305,100,
2891,6.0768636006021195,61.2582199590305,100,
2922,6.0768636006021195,61.2582199590305,100,
2943,6.0768636006021195,61.2582199590305,100,
2964,6.0768636006021195,61.2582199590305,100,
2985,6.0768636006021195,61.2582199590305,100,
3006,6.0768636006021195,61.2582199590305,100,
3026,6.0768636006021195,61.2582199590305,100,
3046,6.0768636006021195,61.2582199590305,100,
3068,6.0768636006021195,61.2582199590305,100,
3088,6.0768636006021195,61.2582199590305,100,
3108,6.0768636006021195,61.2582199590305,100,
3130,6.0768636006021195,61.2582199590305,100,
3151,6.0768636006021195,61.2582199590305,100,
3171,6.0768636006021195,61.2582199590305,100,
3192,6.0768636006021195,61.2582199590305,100,
3213,6.0768636006021195,61.2582199590305,100,
3233,6.0768636006021195,61.2582199590305,100,
3254,6.0768636006021195,61.2582199590305,100,
3275,6.0768636006021195,61.2582199590305,100,
3296,6.0768636006021195,61.2582199590305,100,
3317,6.0768636006021195,61.2582199590305,100,
3338,6.0768636006021195,61.2582199590305,100,
3482,6.0768636006021195,61.2582199590305,100,
3503,6.0768636006021195,61.2582199590305,100,
3524,6.0768636006021195,61.2582199590305,100,
3545,6.0768636006021195,61.2582199590305,100,
3566,6.0768636006021195,61.2582199590305,100,
3586,6.0768636006021195,61.2582199590305,100,
3607,6.0768636006021195,61.2582199590305,100,
3628,6.0768636006021195,61.2582199590305,100,
3649,6.0768636006021195,61.2582199590305,100,
3670,6.0768636006021195,61.2582199590305,100,
3691,6.0768636006021195,61.2582199590305,100,
3712,6.0768636006021195,61.2582199590305,100,
3733,6.0768636006021195,61.2582199590305,100,
3754,6.0768636006021195,61.2582199590305,100,
3775,6.0768636006021195,61.2582199590305,100,
3796,6.0768636006021195,61.2582199590305,100,
3817,6.0768636006021195,61.2582199590305,100,
3838,6.0768636006021195,61.2582199590305,100,
3858,6.0768636006021195,61.2582199590305,100,
3880,6.0768636006021195,61.2582199590305,100,
3900,6.0768636006021195,61.2582199590305,100,
3921,6.0768636006021195,61.2582199590305,100,
3942,6.0768636006021195,61.2582199590305,100,
3963,6.0768636006021195,61.2582199590305,100,
3984,6.0768636006021195,61.2582199590305,100,
4005,6.0768636006021195,61.2582199590305,100,
4026,6.0768636006021195,61.2582199590305,100,
4047,6.0768636006021195,61.2582199590305,100,
4068,6.0768636006021195,61.2582199590305,100,
4089,6.0768636006021195,61.2582199590305,100,
4110,6.0768636006021195,61.2582199590305,100,
4136,6.0768636006021195,61.2582199590305,100,
4157,6.0768636006021195,61.2582199590305,100,
4178,6.0768636006021195,61.2582199590305,100,
4198,6.0768636006021195,61.2582199590305,100,
4220,6.0768636006021195,61.2582199590305,100,
4240,6.0768636006021195,61.2582199590305,100,
4262,6.0768636006021195,61.2582199590305,100,
4290,6.0768636006021195,61.2582199590305,100,
4311,6.0768636006021195,61.2582199590305,100,
4333,6.0768636006021195,61.2582199590305,100,
4353,6.0768636006021195,61.2582199590305,100,
4374,6.0768636006021195,61.2582199590305,100,
4395,6.0768636006021195,61.2582199590305,100,
4416,6.0768636006021195,61.2582199590305,100,
4437,6.0768636006021195,61.2582199590305,100,
4458,6.0768636006021195,61.2582199590305,100,
4479,6.0768636006021195,61.2582199590305,100,
4499,6.0768636006021195,61.2582199590305,100,
4521,6.0768636006021195,61.2582199590305,100,
4542,6.0768636006021195,61.2582199590305,100,
4563,6.0768636006021195,61.2582199590305,100,
4584,6.0768636006021195,61.2582199590305,100,
4605,6.0768636006021195,61.2582199590305,100,
4627,6.0768636006021195,61.2582199590305,100,
4648,6.0768636006021195,61.2582199590305,100,
4668,6.0768636006021195,61.2582199590305,100,
4688,6.0768636006021195,61.2582199590305,100,
4709,6.0768636006021195,61.2582199590305,100,
4729,6.0768636006021195,61.2582199590305,100,
4750,6.0768636006021195,61.2582199590305,100,
4771,6.0768636006021195,61.2582199590305,100,
4792,6.0768636006021195,61.2582199590305,100,
4813,6.0768636006021195,61.2582199590305,100,
4833,6.0768636006021195,61.2582199590305,100,
4855,6.0768636006021195,61.2582199590305,100,
4875,6.0768636006021195,61.2582199590305,100,
4896,6.0768636006021195,61.2582199590305,100,
4917,6.0768636006021195,61.2582199590305,100,
